Dialogue ID,Chapter ID,Character ID,Dialogue
6738,210,30,You probably don't remember --
6739,210,1,Yes
6740,210,1,And brought me here
6741,210,30,You are a very unusual wizard
6742,210,30,Why did you leave Gringotts?
6743,210,1,Soon the Death Eaters will control it That was unacceptable to me
6798,211,1,This is the closest I could find to what you described Hermione
6799,211,81,It's perfect Thank you Fleur
6800,211,3,You're leaving aren't you
6801,211,73,In the morning
6802,211,1,And Griphook?
6803,211,73,He'll be leaving too
6809,211,25,Hogwarts?
6832,212,30,He's right I was being stupid
6833,212,3,C'mon Let's do it
6834,212,1,Identification
6835,212,130,I wish to enter my vault
6836,212,22,I see Very well Excuse me won't you?
6837,212,130,I don't like to be kept waiting
6887,213,3,Ron your foot
6888,213,3,We'll be crushed Hurry
6889,213,30,That's it Up there
6890,213,1,How're we going to reach it?
6891,213,3,Give me the sword The real one
6892,213,1,Keep going
6893,213,2,Harry Behind you
6894,213,3,The cup
6901,214,2,That's unfortunate
6902,214,2,We can't just stand here Who's got an idea?
6903,214,3,You're asking us? You're the brilliant one
6904,214,2,I've got something But it's mad
6905,214,3,Relashio
6906,214,3,That's your idea?
6907,214,2,Come on
6908,214,1,It doesn't realize it's free
6933,215,2,No It's more like he's wounded If anything he feels more
6934,215,1,They were ready for us
6935,215,3,We know you're here Potter There's no getting away
6936,215,129,Perhaps you need some convincing
6937,215,129,What's he mean by that?
6941,216,40,Did you get a look at him Fora second I thought it was --
6942,216,2,I know
6943,216,3,Harry I can see you In here
6945,216,40,You're Aberforth
6946,216,1,Dumbledore's brother It's you I've been seeing -- here It's
6947,216,1,Where've you left him?
6948,216,40,He's dead
6949,216,1,Sorry to hear it I liked that elf
6982,217,10,Neville you look
6983,217,1,Like hell? I reckon This is nothing Seamus is worse You'll see Hermione Ron
6984,217,10,Hey Ab There might be a couple more people on the way
6985,217,10,Well? Ready?
6986,217,10,I don't remember this being on the Marauder's Map
7022,218,6,I mention this in the hopes that truth will not be supplanted by
7025,218,6,I think I can help you out with that - Harry appears
7026,218,1,And I'm afraid it's rather extensive
7027,218,1,How dare you stand where he stood
7029,218,1,I'm a Gryffindor
7038,219,1,Is that possible Professor?
7039,219,1,I think you're right
7040,219,1,You too Professor
7041,219,1,Let me get this straight Professor You're giving us permission to do this?
7042,219,10,To blow it up Boom
7043,219,10,Wicked
7044,219,10,I can bring 'er down
7056,220,1,Harry Wait I need to talk to
7057,220,25,I'm a bit preoccupied right now Luna
7058,220,1,We'll talk later Luna
7060,220,25,Later
7063,220,25,He's very impressive isn't he?
7064,220,25,They never learn Such a pity
7065,221,9,Begin
7066,221,9,But my Lord shouldn't we wait --
7067,221,96,Nice night for it
7068,221,14,Okay Luna Who've you got in mind?
7069,221,1,That's it I want a charge on each and every joist
7070,221,29,You do know what you're doing don't you Seamus?
7071,221,10,Blimey
7096,222,1,I do not answer to that name
7097,222,54,I'm sorry It's Helena isn't it? Helena Ravenclaw Rowena's daughter Luna told me
7098,222,1,Are you a friend of Luna's?
7099,222,54,Yes She thought you might be able to help me
7100,222,1,You seek my mother's diadem
7101,222,54,Yes That's right --
7122,223,2,Yes you can
7123,223,2,Not good
7124,223,10,Ready?
7125,223,20,Are you bloody joking?
7126,223,10,He's good
7127,223,29,He's good
7128,223,29,What?
7129,223,20,That was kind of exciting Seamus grins and winks knowingly Ginny shakes her head
7183,224,9,Forgive me my Lord but wouldn't it be more prudent to call off this battle and seek the boy yourself?
7184,224,23,I do not need to seek the boy Before the night is out he will come to me Do you understand
7185,224,9,Of c-course my Lord
7186,224,23,How do you live with yourself Lucius?  Go Find Severus Tell him I need to see him immediately
7187,224,9,I know where he is
7188,224,1,There's more to me than incense and tea leaves Mr Finnegan
7209,225,6,Take them
7210,225,6,Please
7211,225,6,Give me something Quickly A flask Anything
7212,225,1,They are the same
7213,225,6,You have your mother's eyes
7214,225,6,He's gone The snake too
7277,226,3,We thought you'd gone to the forest we thought you might be --
7278,226,2,I'm going there now
7279,226,1,Are you mad No
7280,226,2,It's meant to be
7281,226,1,Rubbish You can't just give yourself up to him
7282,226,2,What is it Harry? What is it you
7292,227,45,Why are you here? All of you?
7293,227,1,We never left dear
7294,227,45,Does it hurt? Dying?
7295,227,1,Quicker than falling asleep
7296,227,18,And he will want it to be quick
7297,227,11,You're nearly there son
7307,228,70,I thought he would come I was it seems mistaken
7308,228,9,You weren't
7309,228,1,Quiet
7311,228,9,You cannot help
7312,229,4,Harry You wonderful boy You brave brave man Let us walk
7313,229,4,Sir this is this I mean forgive me but you are dead aren't you sir?
7314,229,1,Oh yes
7315,229,4,Then I'm dead too?
7316,229,1,Not?
7317,229,1,Not
7318,229,4,But I didn't defend myself I let him kill me
7372,230,20,Stupid girl You cry for that?
7375,230,9,Liar
7377,230,9,Now is the time to declare yourself
7378,230,9,Draco
7379,230,23,Draco don't be stupid --
7380,230,23,Come Draco
7381,230,63,He saved your life
7382,230,2,Well done Draco Who will be next? Hm? Come now don't be shy
7383,230,9,Well I must say I'd hoped for better Is this truly the best Hogwarts has to offer?
7384,231,9,Who might you be young man?
7385,231,9,Neville Longbottom
7386,231,10,Well welcome Neville I'm sure we can find a place for you in our ranks
7387,231,9,Someone has to do the washing
7389,231,9,I'd like to say something
7405,232,1,Confringo
7406,232,1,Come on granny give us your best
7407,232,22,Back off boys She's mine  You will never touch my chiidren again
7408,232,26,Be thankful we only took one Besides
7409,232,22,Hermione
7410,232,2,Yes
7414,233,1,It belongs to me I killed Snape
7415,233,9,Together
7416,233,1,What's the matter with her?
7417,233,3,There's more to me than incense and tea leaves Mr Finnegan
7418,233,38,I told you: it's useless to you
7419,233,1,Not exactly leaving the place better than we found it are we?
7420,233,2,Can't make an omelette without breaking a few eggs
7421,233,3,Something my mum used to say
7440,234,1,Really?
7441,234,84,Really
7442,234,1,Ready?
7443,234,1,Ready
7444,234,84,Hermione
